0.047619047619047616,0.9523809523809523 0.9533195106483163,0.5001497081142412,0.5001162289316705,0.5002423451224993,0.49999036645338113,0.4998412160740592,0.4999932445141859,0.49996807901388585,0.5000418729937399,0.5001514148591306 0.4903755074135912,0.02401185373472462 5,6,4,7,3,8,2,9,1,10,0,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29 0.023350169906589266
0.23809523809523808,0.7619047619047619 0.7617654438703192,0.500075016661632,0.5000435152260991,0.5002260769628997,0.49993418931699524,0.4998413191757048,0.5000020378250212,0.49998882288914975,0.5000653425435841,0.5001493391335824 0.389521301881494,0.12181890791122667 25,26,24,27,23,22,28,29,21,30,20,31,19,32,18,33,17,34,16,15,35,36,14,37,13,12,38,39,11,40 0.09274831095760566
0.5333333333333333,0.4666666666666667 0.46783922928145893,0.500022638085258,0.500016991698679,0.5000713528825795,0.49999738114138625,0.49982687697068784,0.49996436697529606,0.5000195916931935,0.500014022955808,0.5002116287436403 0.2377312050821471,0.2704160177304241 56,55,57,54,58,53,59,52,60,51,61,50,62,49,63,48,64,47,65,46,66,45,67,44,68,43,69,42,70,41 0.12677827504369626
0.7619047619047619,0.23809523809523808 0.23815418771669605,0.49995491514196655,0.4999836947326275,0.5000814012722817,0.4999833105937696,0.4998010986003568,0.5000322910513485,0.5000348595282266,0.4999828181134618,0.5001511366847782 0.12082109118807467,0.3865018845128661 80,79,81,78,82,83,77,76,84,75,85,74,86,73,87,72,88,71,89,70,90,69,91,68,92,67,93,66,94,65 0.09203744900027282
0.2,0.8 0.8007755681097952,0.5000172296242046,0.5000696515219447,0.5002266845437214,0.4999898075149996,0.49983721470011033,0.49998487847061324,0.4999544576743353,0.5000628300909141,0.5001676566845032 0.40967849906405307,0.1019236468793926 21,20,22,19,23,24,18,17,25,16,26,15,27,14,28,13,29,12,30,11,31,10,32,9,33,8,34,7,35,6 0.0819313119377673
0.580952380952381,0.41904761904761906 0.4191930971980015,0.49998791204873966,0.49998267251512646,0.5001633037395083,0.49994902276128883,0.499834834694284,0.5000330515404756,0.5000168090658099,0.5000407960731578,0.5001622312507783 0.21317090215876947,0.2953558450220897 61,62,60,63,59,58,64,65,57,66,56,67,55,68,54,69,53,70,52,51,71,72,50,73,49,48,74,75,47,76 0.1238293974266355
0.9238095238095239,0.0761904761904762 0.07494350828481317,0.4999558448661007,0.5000757647648185,0.5001632004334555,0.5000402282023552,0.49981099896463177,0.5000376656064464,0.49994614357033185,0.5000551974556555,0.5001898398417022 0.038323301190295714,0.47303921795749937 97,98,96,99,95,100,94,101,93,102,92,103,91,104,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75 0.03603447376595278
0.4,0.6 0.6011572891591577,0.49997269608730543,0.499964262766733,0.5002054910958591,0.49991919510578803,0.49989807637294353,0.500037407679661,0.5000909366926392,0.5000646539271001,0.5001390073066247 0.306178745143015,0.20313678785379696 42,43,41,44,40,45,39,46,38,47,37,48,36,49,35,50,34,51,33,32,52,53,31,54,30,29,55,56,28,57 0.12246272230711937
0.8571428571428571,0.14285714285714285 0.1428285201146458,0.4999436332855942,0.5001017278210351,0.5001314037303783,0.49993524519891963,0.4999062003680904,0.5000323787509371,0.5000510886025288,0.5000995386281832,0.5002110332995827 0.07285121818981807,0.43720950449597157 90,89,91,88,92,87,93,86,94,85,95,84,96,83,97,82,98,81,99,80,100,79,101,78,102,77,103,76,104,75 0.06244610781665747
0.3523809523809524,0.6476190476190476 0.6480683632219355,0.499984557167835,0.4999887822166966,0.5001976192762729,0.49995099981287644,0.4998545556464177,0.500014307910956,0.5000400227329669,0.5000592629661936,0.5001500127845455 0.32984449700582547,0.1791210932383444 37,36,38,35,39,40,34,41,33,32,42,43,31,44,30,29,45,28,46,47,27,26,48,25,49,50,24,23,51,22 0.11622318697459551
0.8095238095238095,0.19047619047619047 0.1904283782240882,0.4999673722247506,0.500004699173967,0.5000963723548795,0.4999559703310635,0.4998434190737153,0.500022772668184,0.5000605377021754,0.49997535809523014,0.5001838357687649 0.09663231708348943,0.4108147240805987 85,86,84,87,83,88,82,89,81,90,80,91,79,78,92,93,77,94,76,75,95,74,96,97,73,72,98,99,71,100 0.07823389986690085
0.5714285714285714,0.42857142857142855 0.4286230643725723,0.49998705720732695,0.500026634282278,0.5001435469529147,0.49997454173704614,0.4998690978041733,0.5000076022747868,0.49997963353804725,0.5000407134506315,0.5001959401122089 0.21768855072504048,0.2901902099377756 60,59,61,58,62,63,57,56,64,55,65,66,54,67,53,52,68,51,69,70,50,49,71,48,72,73,47,46,74,45 0.12438092077132794
